DATOS HORARIOS GENERADOS CON EL EXPLORADOR DE ENERGIA SOLAR PARA UN ANIO METEOROLOGICO TIPICO
""
-----------------------------------------------------------------------------------------
DESCRIPCION,Datos para la evaluacion de la radiacion solar generados con un modelo de transferencia radiativa
VERSION DEL MODELO,2.0
FUENTE,Ministerio de Energia / Departamento de Geofisica Universidad de Chile
CONTACTO,ernc@dgf.uchile.cl
-----------------------------------------------------------------------------------------
""
CARACTERISTICAS DEL SITIO
NOMBRE DEL SITIO,S1
LATITUD,-33.437520231714416
LONGITUD,-70.62644086527894
ALTURA,591.0
""
-----------------------------------------------------------------------------------------
PERIODO DE DATOS
FECHA INICIAL,2004-01-01 00:00:00
FECHA FINAL,2016-12-18 23:00:00
INTERVALO,60 minutos
METODO DE CALCULO,Promedio de valores instantaneos cada 10 minutos
""
-----------------------------------------------------------------------------------------
VARIABLES INCLUIDAS
""
VARIABLE,UNIDAD,DESCRIPCION
glb,W/m2,Radiacion Global
dir,W/m2,Radiacion Directa
dif,W/m2,Radiacion Difusa
sct,W/m2,Radiacion Difusa Reflejada
ghi,W/m2,Radiacion Global Horizontal
dirh,W/m2,Radiacion Directa
difh,W/m2,Radiacion Difusa
dni,W/m2,Radiacion Directa Normal
temp,C,Temperatura en 2 metros (Corejida)
vel,m/s,Velocidad de Viento
shadow,0 = Sin; 1 = Con (inc. la noche);,Presencia de sombras debido a la topografia
cloud,"1=Si, 0=No",Presencia de nubes
""
-----------------------------------------------------------------------------------------
""
Fecha/Hora,glb,dir,dif,sct,ghi,dirh,difh,dni,temp,vel,shadow,cloud
2011-03-31 14:00:00,992.25,895.67,81.14,15.44,797.70,709.44,88.26,946.65,28.58,2.55,0.00,0.00
2011-03-31 15:00:00,855.55,767.94,74.36,13.25,684.56,603.68,80.88,922.20,27.37,2.77,0.00,0.00
2011-03-31 16:00:00,655.08,581.19,63.84,10.05,518.96,449.52,69.44,877.38,25.96,2.47,0.00,0.00
2011-03-31 17:00:00,407.74,352.52,49.11,6.11,315.58,262.16,53.42,788.47,23.80,1.68,0.00,0.00
2011-03-31 18:00:00,140.18,111.46,26.79,1.93,99.56,70.42,29.14,554.21,21.72,1.03,0.00,0.00
2011-03-31 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.16,0.49,1.00,0.00
2011-03-31 20:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.98,0.14,1.00,0.00
2011-03-31 21:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00,0.42,1.00,0.00
2011-03-31 22:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.92,0.56,1.00,0.00
2011-03-31 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.94,0.48,1.00,0.00
2006-04-01 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.32,0.52,1.00,0.00
2006-04-01 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.71,0.61,1.00,0.00
2006-04-01 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.24,0.70,1.00,0.00
2006-04-01 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.67,0.72,1.00,0.00
2006-04-01 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.49,0.68,1.00,0.00
2006-04-01 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.96,0.84,1.00,0.00
2006-04-01 06:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.04,0.57,1.00,0.00
2006-04-01 07:00:00,1.45,0.00,1.42,0.03,1.54,0.00,1.54,0.00,13.89,0.13,1.00,0.00
2006-04-01 08:00:00,264.86,222.80,38.26,3.81,196.56,154.94,41.62,709.71,16.68,0.27,0.00,0.00
2006-04-01 09:00:00,530.69,466.34,56.36,8.00,413.14,351.84,61.30,851.04,19.76,0.65,0.00,0.00
2006-04-01 10:00:00,759.50,678.83,69.02,11.64,601.44,526.36,75.08,911.56,22.65,1.11,0.00,0.00
2006-04-01 11:00:00,931.30,839.15,77.76,14.39,743.24,658.66,84.58,942.24,25.07,1.38,0.00,0.00
2006-04-01 12:00:00,1028.56,930.06,82.56,15.95,823.74,733.94,89.80,953.22,26.80,1.86,0.00,0.00
2006-04-01 13:00:00,1047.32,947.60,83.48,16.25,839.26,748.46,90.80,953.07,27.86,2.11,0.00,0.00
2006-04-01 14:00:00,986.46,890.64,80.55,15.27,788.82,701.20,87.62,942.52,27.30,2.49,0.00,0.00
2006-04-01 15:00:00,849.83,762.96,73.79,13.09,675.90,595.64,80.26,917.90,25.98,2.55,0.00,0.00
2006-04-01 16:00:00,649.59,576.49,63.21,9.89,510.68,441.92,68.76,872.52,24.36,2.50,0.00,0.00
2006-04-01 17:00:00,402.73,348.31,48.45,5.97,308.14,255.44,52.70,782.22,22.06,1.56,0.00,0.00
2006-04-01 18:00:00,134.76,107.18,25.78,1.80,93.20,65.16,28.04,537.73,20.17,1.26,0.00,0.00
2006-04-01 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.72,0.52,1.00,0.00
2006-04-01 20:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.61,0.37,1.00,0.00
2006-04-01 21:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.86,0.49,1.00,0.00
2006-04-01 22:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.99,0.65,1.00,0.00
2006-04-01 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.44,0.61,1.00,0.00
2006-04-02 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,0.26,1.00,0.00
2006-04-02 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.43,0.46,1.00,0.00
2006-04-02 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.08,0.54,1.00,0.00
2006-04-02 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.50,0.46,1.00,0.00
2006-04-02 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.09,0.44,1.00,0.00
2006-04-02 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.46,0.60,1.00,0.00
2006-04-02 06:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.24,0.66,1.00,0.00
2006-04-02 07:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.66,0.37,1.00,1.00
2006-04-02 08:00:00,31.44,2.10,28.70,0.63,32.66,1.44,31.22,6.68,16.92,0.14,0.00,1.00
2006-04-02 09:00:00,160.03,4.44,152.32,3.27,169.00,3.32,165.68,8.09,19.18,0.50,0.00,1.00
2006-04-02 10:00:00,273.03,6.51,260.93,5.59,288.84,5.02,283.82,8.74,21.34,1.20,0.00,1.00
2006-04-02 11:00:00,374.51,8.07,358.76,7.68,396.54,6.30,390.24,9.06,23.35,1.28,0.00,1.00
2006-04-02 12:00:00,431.75,10.57,412.34,8.84,456.82,8.30,448.52,10.83,24.55,1.86,0.00,1.00
2006-04-02 13:00:00,446.34,11.47,425.73,9.14,472.10,9.02,463.08,11.55,25.38,2.06,0.00,1.00
2006-04-02 14:00:00,406.82,9.17,389.32,8.34,430.66,7.18,423.48,9.71,26.01,2.31,0.00,1.00
2006-04-02 15:00:00,297.29,7.42,283.78,6.09,314.44,5.76,308.68,8.94,24.88,2.20,0.00,1.00
2006-04-02 16:00:00,199.02,5.60,189.35,4.07,210.22,4.26,205.96,8.49,23.48,2.25,0.00,1.00
2006-04-02 17:00:00,100.63,3.37,95.21,2.05,106.00,2.44,103.56,7.59,21.21,1.25,0.00,1.00
2006-04-02 18:00:00,23.64,1.02,22.14,0.48,24.68,0.60,24.08,5.16,19.77,0.86,0.00,1.00
2006-04-02 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.41,0.14,1.00,0.00
2006-04-02 20:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.44,0.24,1.00,0.00
2006-04-02 21:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.54,1.00,0.00
2006-04-02 22:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.82,0.46,1.00,0.00
2006-04-02 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.99,0.59,1.00,0.00
2006-04-03 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.54,1.00,0.00
2006-04-03 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.51,0.65,1.00,0.00
2006-04-03 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.92,0.68,1.00,0.00
2006-04-03 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.35,0.72,1.00,0.00
2006-04-03 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.92,0.57,1.00,0.00
2006-04-03 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.25,0.74,1.00,0.00
2006-04-03 06:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.09,0.61,1.00,0.00
2006-04-03 07:00:00,0.02,0.00,0.02,0.00,0.02,0.00,0.02,0.00,14.06,0.20,1.00,0.00
2006-04-03 08:00:00,253.54,212.86,37.12,3.56,183.68,143.30,40.38,673.75,16.96,0.46,0.00,0.00
2006-04-03 09:00:00,512.44,449.81,55.01,7.62,393.36,333.52,59.84,818.71,19.77,0.77,0.00,0.00
2006-04-03 10:00:00,734.44,655.84,67.46,11.14,575.62,502.24,73.38,879.80,22.07,1.22,0.00,0.00
2006-04-03 11:00:00,900.46,810.67,75.99,13.79,712.38,629.72,82.66,910.31,24.00,1.49,0.00,0.00
2006-04-03 12:00:00,996.85,900.79,80.74,15.33,791.86,704.04,87.82,923.95,25.39,1.94,0.00,0.00
2006-04-03 13:00:00,1016.19,918.84,81.71,15.64,807.82,718.94,88.88,925.50,26.23,2.30,0.00,0.00
2006-04-03 14:00:00,957.27,863.74,78.84,14.70,759.06,673.30,85.76,916.01,25.69,2.52,0.00,0.00
2006-04-03 15:00:00,826.12,741.24,72.28,12.60,650.66,572.04,78.62,894.41,24.68,2.62,0.00,0.00
2006-04-03 16:00:00,631.29,559.89,61.91,9.49,490.20,422.86,67.34,850.87,23.35,2.36,0.00,0.00
2006-04-03 17:00:00,389.40,336.49,47.25,5.66,292.42,241.02,51.40,760.78,21.31,1.39,0.00,0.00
2006-04-03 18:00:00,123.26,97.62,24.07,1.58,81.56,55.38,26.18,496.82,19.39,0.79,0.00,0.00
2006-04-03 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.17,0.32,1.00,0.00
2006-04-03 20:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.15,0.17,1.00,0.00
2006-04-03 21:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.08,0.34,1.00,0.00
2006-04-03 22:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.23,0.59,1.00,0.00
2006-04-03 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.39,0.50,1.00,0.00
2006-04-04 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.71,0.52,1.00,0.00
2006-04-04 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.99,0.52,1.00,0.00
2006-04-04 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.44,0.57,1.00,0.00
2006-04-04 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.79,0.60,1.00,0.00
2006-04-04 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.37,0.32,1.00,0.00
2006-04-04 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.46,0.43,1.00,0.00
2006-04-04 06:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.45,0.31,1.00,0.00
2006-04-04 07:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.90,0.35,1.00,0.00
2006-04-04 08:00:00,257.22,216.56,37.10,3.56,183.76,143.40,40.36,683.54,15.06,0.50,0.00,0.00
2006-04-04 09:00:00,519.97,457.12,55.18,7.67,396.02,336.00,60.02,830.98,18.03,0.82,0.00,0.00
2006-04-04 10:00:00,745.79,666.79,67.76,11.25,581.06,507.36,73.70,894.16,20.66,1.13,0.00,0.00
2006-04-04 11:00:00,915.05,824.73,76.38,13.95,720.36,637.28,83.08,926.14,22.85,1.43,0.00,0.00
2006-04-04 12:00:00,1011.74,915.13,81.12,15.49,800.08,711.84,88.24,939.08,24.68,1.78,0.00,0.00
2006-04-04 13:00:00,1030.54,932.73,82.02,15.79,815.56,726.34,89.22,940.23,26.07,2.08,0.00,0.00
2006-04-04 14:00:00,970.23,876.30,79.10,14.82,765.72,679.68,86.04,930.41,26.99,2.34,0.00,0.00
2006-04-04 15:00:00,834.38,749.39,72.33,12.65,653.66,574.98,78.68,905.67,26.11,2.50,0.00,0.00
2006-04-04 16:00:00,635.24,563.97,61.78,9.48,489.92,422.72,67.20,858.98,24.86,2.30,0.00,0.00
2006-04-04 17:00:00,389.41,336.88,46.92,5.60,289.46,238.42,51.04,764.16,22.64,1.50,0.00,0.00
2006-04-04 18:00:00,121.28,96.29,23.48,1.51,78.24,52.70,25.54,493.52,20.95,0.99,0.00,0.00
2006-04-04 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.46,0.43,1.00,0.00
2006-04-04 20:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.44,0.17,1.00,0.00
2006-04-04 21:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.52,0.38,1.00,0.00
2006-04-04 22:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.61,0.43,1.00,0.00
2006-04-04 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.80,0.46,1.00,0.00
2006-04-05 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.02,0.49,1.00,0.00
2006-04-05 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.44,0.42,1.00,0.00
2006-04-05 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.96,0.36,1.00,0.00
2006-04-05 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.44,0.34,1.00,0.00
2006-04-05 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.69,0.38,1.00,0.00
2006-04-05 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.92,0.47,1.00,0.00
2006-04-05 06:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.55,0.34,1.00,0.00
2006-04-05 07:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.96,0.05,1.00,0.00
2006-04-05 08:00:00,258.99,218.56,36.90,3.53,182.56,142.42,40.14,687.83,15.09,0.42,0.00,0.00
2006-04-05 09:00:00,526.45,463.50,55.25,7.70,397.80,337.70,60.10,841.83,17.82,0.74,0.00,0.00
2006-04-05 10:00:00,757.98,678.54,68.07,11.37,587.14,513.10,74.04,909.59,20.40,1.22,0.00,0.00
2006-04-05 11:00:00,933.78,842.64,76.99,14.16,731.46,647.72,83.74,946.38,22.60,1.50,0.00,0.00
2006-04-05 12:00:00,1033.98,936.37,81.86,15.76,813.92,724.88,89.04,961.35,24.25,1.93,0.00,0.00
2006-04-05 13:00:00,1054.98,956.04,82.85,16.09,831.14,741.02,90.12,964.51,25.65,2.20,0.00,0.00
2006-04-05 14:00:00,995.47,900.41,79.93,15.14,781.80,694.86,86.94,957.14,26.64,2.45,0.00,0.00
2006-04-05 15:00:00,858.07,772.04,73.09,12.94,668.40,588.90,79.50,934.56,26.02,2.50,0.00,0.00
2006-04-05 16:00:00,655.27,583.20,62.37,9.71,501.66,433.82,67.84,890.34,24.87,2.31,0.00,0.00
2006-04-05 17:00:00,403.44,350.50,47.20,5.74,296.38,245.04,51.34,797.68,22.21,1.46,0.00,0.00
2006-04-05 18:00:00,122.30,97.93,22.89,1.48,76.46,51.56,24.90,505.86,20.43,0.71,0.00,0.00
2006-04-05 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.95,0.29,1.00,0.00
2006-04-05 20:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.87,0.25,1.00,0.00
2006-04-05 21:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.85,0.56,1.00,0.00
2006-04-05 22:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.79,0.57,1.00,0.00
2006-04-05 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.85,0.61,1.00,0.00
2006-04-06 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.99,0.72,1.00,0.00
2006-04-06 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.29,0.73,1.00,0.00
2006-04-06 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.73,0.75,1.00,0.00
2006-04-06 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.25,0.83,1.00,0.00
2006-04-06 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.62,0.79,1.00,0.00
2006-04-06 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.98,0.87,1.00,0.00
2006-04-06 06:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.72,0.68,1.00,0.00
2006-04-06 07:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.39,0.21,1.00,0.00
2006-04-06 08:00:00,265.70,225.30,36.83,3.57,184.42,144.36,40.06,707.11,15.98,0.24,0.00,0.00
2006-04-06 09:00:00,533.24,470.32,55.18,7.74,399.68,339.66,60.02,853.18,18.98,0.62,0.00,0.00
2006-04-06 10:00:00,760.52,681.33,67.85,11.34,585.72,511.92,73.80,913.10,21.83,0.89,0.00,0.00
2006-04-06 11:00:00,929.27,838.79,76.45,14.03,724.54,641.38,83.16,942.21,24.06,1.26,0.00,0.00
2006-04-06 12:00:00,1024.36,927.67,81.14,15.54,802.96,714.70,88.26,952.94,25.73,1.68,0.00,0.00
2006-04-06 13:00:00,1040.88,943.08,81.99,15.81,816.64,727.46,89.18,952.29,26.74,1.95,0.00,0.00
2006-04-06 14:00:00,977.43,883.70,78.93,14.80,764.44,678.58,85.86,940.49,26.10,2.29,0.00,0.00
2006-04-06 15:00:00,839.99,755.31,72.08,12.61,651.24,572.84,78.40,915.79,24.97,2.37,0.00,0.00
2006-04-06 16:00:00,638.62,567.82,61.39,9.41,485.94,419.16,66.78,868.69,23.47,2.26,0.00,0.00
2006-04-06 17:00:00,389.45,337.70,46.26,5.49,283.48,233.16,50.32,771.11,20.70,1.53,0.00,0.00
2006-04-06 18:00:00,117.97,94.54,22.05,1.39,71.78,47.80,23.98,491.59,18.62,0.85,0.00,0.00
2006-04-06 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.15,0.43,1.00,0.00
2006-04-06 20:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,0.36,1.00,0.00
2006-04-06 21:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.87,0.51,1.00,0.00
2006-04-06 22:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.83,0.67,1.00,0.00
2006-04-06 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.90,0.55,1.00,0.00
2006-04-07 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.98,0.31,1.00,0.00
2006-04-07 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.31,0.22,1.00,0.00
2006-04-07 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.74,0.25,1.00,0.00
2006-04-07 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.15,0.28,1.00,0.00
2006-04-07 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.62,0.16,1.00,0.00
2006-04-07 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.91,0.25,1.00,0.00
2006-04-07 06:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.38,0.17,1.00,0.00
2006-04-07 07:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.46,0.31,1.00,0.00
2006-04-07 08:00:00,23.12,2.16,20.50,0.46,23.66,1.36,22.30,6.76,12.66,0.57,0.00,1.00
2006-04-07 09:00:00,520.54,458.52,54.52,7.50,387.56,328.26,59.30,830.90,15.02,0.84,0.00,0.00
2006-04-07 10:00:00,745.67,667.48,67.13,11.06,571.38,498.36,73.02,894.22,17.03,1.35,0.00,0.00
2006-04-07 11:00:00,913.58,824.10,75.75,13.73,709.24,626.84,82.40,925.90,18.87,1.59,0.00,0.00
2006-04-07 12:00:00,1008.92,913.21,80.46,15.25,787.78,700.26,87.52,938.61,20.37,2.12,0.00,0.00
2006-04-07 13:00:00,1026.64,929.78,81.32,15.53,802.28,713.82,88.46,939.72,21.36,2.50,0.00,0.00
2006-04-07 14:00:00,965.16,872.30,78.31,14.55,751.58,666.40,85.18,929.54,21.95,2.72,0.00,0.00
2006-04-07 15:00:00,830.49,746.52,71.56,12.40,640.64,562.80,77.84,906.66,21.56,2.70,0.00,0.00
2006-04-07 16:00:00,631.59,561.39,60.95,9.25,477.56,411.26,66.30,860.79,20.56,2.51,0.00,0.00
2006-04-07 17:00:00,384.66,333.46,45.84,5.37,277.22,227.36,49.86,764.13,18.31,1.50,0.00,0.00
2006-04-07 18:00:00,112.04,89.58,21.18,1.29,66.46,43.42,23.04,469.18,16.96,0.84,0.00,0.00
2006-04-07 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.70,0.27,1.00,0.00
2006-04-07 20:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.76,0.01,1.00,0.00
2006-04-07 21:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.75,0.32,1.00,0.00
2006-04-07 22:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.97,0.52,1.00,0.00
2006-04-07 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.22,0.53,1.00,0.00
2006-04-08 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.53,0.63,1.00,0.00
2006-04-08 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.91,0.71,1.00,0.00
2006-04-08 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.34,0.94,1.00,0.00
2006-04-08 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.58,0.98,1.00,0.00
2006-04-08 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.04,0.94,1.00,0.00
2006-04-08 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.50,1.11,1.00,0.00
2006-04-08 06:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.53,0.94,1.00,0.00
2006-04-08 07:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.77,0.49,1.00,0.00
2006-04-08 08:00:00,261.61,222.04,36.15,3.43,176.92,137.60,39.32,693.15,15.38,0.19,0.00,0.00
2006-04-08 09:00:00,529.87,467.62,54.68,7.58,391.30,331.82,59.48,846.79,18.94,0.59,0.00,0.00
2006-04-08 10:00:00,758.51,679.88,67.44,11.18,577.74,504.38,73.36,910.72,22.27,0.87,0.00,0.00
2006-04-08 11:00:00,928.88,838.89,76.10,13.89,717.54,634.76,82.78,942.80,25.06,1.25,0.00,0.00
2006-04-08 12:00:00,1026.17,929.84,80.88,15.44,797.54,709.56,87.98,956.31,27.05,1.66,0.00,0.00
2006-04-08 13:00:00,1044.56,947.07,81.77,15.73,812.58,723.64,88.94,958.11,28.50,1.92,0.00,0.00
2006-04-08 14:00:00,982.68,889.19,78.75,14.74,761.56,675.90,85.66,948.77,27.92,2.29,0.00,0.00
2006-04-08 15:00:00,843.90,759.53,71.84,12.53,647.40,569.26,78.14,924.01,26.75,2.41,0.00,0.00
2006-04-08 16:00:00,640.60,570.27,61.03,9.31,480.92,414.54,66.38,876.38,25.51,2.09,0.00,0.00
2006-04-08 17:00:00,389.29,338.23,45.69,5.37,277.38,227.68,49.70,777.85,22.54,1.28,0.00,0.00
2006-04-08 18:00:00,110.18,88.45,20.50,1.23,63.30,41.00,22.30,466.70,20.56,0.60,0.00,0.00
2006-04-08 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.75,0.17,1.00,0.00
2006-04-08 20:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.47,0.55,1.00,0.00
2006-04-08 21:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.06,0.83,1.00,0.00
2006-04-08 22:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.94,0.71,1.00,0.00
2006-04-08 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.97,0.91,1.00,0.00
2006-04-09 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.04,0.96,1.00,0.00
2006-04-09 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.29,0.91,1.00,0.00
2006-04-09 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.71,0.91,1.00,0.00
2006-04-09 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.99,0.99,1.00,0.00
2006-04-09 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.58,1.12,1.00,0.00
2006-04-09 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.84,1.01,1.00,0.00
2006-04-09 06:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.75,0.74,1.00,0.00
2006-04-09 07:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.47,0.29,1.00,0.00
2006-04-09 08:00:00,257.55,218.59,35.63,3.33,171.92,133.16,38.76,680.76,15.24,0.23,0.00,0.00
2006-04-09 09:00:00,523.68,462.13,54.11,7.43,383.90,325.04,58.86,836.00,18.35,0.63,0.00,0.00
2006-04-09 10:00:00,750.11,672.33,66.78,11.00,568.26,495.62,72.64,900.58,21.13,0.92,0.00,0.00
2006-04-09 11:00:00,918.51,829.45,75.39,13.67,706.32,624.32,82.00,932.49,23.52,1.37,0.00,0.00
2006-04-09 12:00:00,1012.39,917.21,80.02,15.17,783.56,696.52,87.04,943.96,25.54,1.74,0.00,0.00
2006-04-09 13:00:00,1027.88,931.67,80.79,15.42,796.44,708.56,87.88,943.45,26.86,2.08,0.00,0.00
